Class,Distance(mi),Street,Temperature(F),'Humidity(\%)',Pressure(in),Visibility(mi),Wind_Direction,Weather_Condition,Amenity,Crossing,Junction,Railway,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset
1,'\'(0.0005-0.3055]\'',Interstate,'\'(37.3-47.9]\'','\'(93.5-inf)\'','\'(-inf-29.885]\'','\'(-inf-9.5]\'',NE,Overcast,False,False,False,False,False,False,False,False,Day
1,'\'(0.3055-inf)\'',Interstate,'\'(37.3-47.9]\'','\'(82.5-93.5]\'','\'(-inf-29.885]\'','\'(-inf-9.5]\'',Calm,Overcast,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(47.9-58.9]\'','\'(82.5-93.5]\'','\'(-inf-29.885]\'','\'(-inf-9.5]\'',NE,Overcast,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,'Partly Cloudy',False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Beltway,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,'Partly Cloudy',False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Interstate,'\'(-inf-37.3]\'','\'(-inf-44.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(-inf-37.3]\'','\'(44.5-56.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,'Partly Cloudy',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(-inf-37.3]\'','\'(-inf-44.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,'Partly Cloudy',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(37.3-47.9]\'','\'(-inf-44.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,'Partly Cloudy',False,True,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(37.3-47.9]\'','\'(-inf-44.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,Clear,False,False,True,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(37.3-47.9]\'','\'(-inf-44.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,Clear,False,False,True,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,'Scattered Clouds',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',local,'\'(37.3-47.9]\'','\'(-inf-44.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,'Partly Cloudy',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Highway,'\'(37.3-47.9]\'','\'(-inf-44.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,'Partly Cloudy',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(37.3-47.9]\'','\'(-inf-44.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,'Partly Cloudy',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(37.3-47.9]\'','\'(-inf-44.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(37.3-47.9]\'','\'(-inf-44.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,Clear,False,False,True,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,'Partly Cloudy',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(37.3-47.9]\'','\'(-inf-44.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,'Partly Cloudy',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',local,'\'(-inf-37.3]\'','\'(68.5-82.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',Calm,Clear,False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',large_local,'\'(-inf-37.3]\'','\'(56.5-68.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',Calm,'Mostly Cloudy',False,False,False,False,False,False,False,True,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(-inf-37.3]\'','\'(56.5-68.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',SE,'Mostly Cloudy',False,False,False,False,False,False,False,False,Day
1,'\'(0.3055-inf)\'',Interstate,'\'(-inf-37.3]\'','\'(56.5-68.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',S,'Mostly Cloudy',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',S,Overcast,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Highway,'\'(37.3-47.9]\'','\'(56.5-68.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',S,Overcast,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Highway,'\'(37.3-47.9]\'','\'(56.5-68.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',SW,Overcast,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',local,'\'(37.3-47.9]\'','\'(68.5-82.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',SW,Drizzle,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(37.3-47.9]\'','\'(68.5-82.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',SW,'Mostly Cloudy',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',SW,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',Calm,Clear,False,False,True,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',SE,Clear,False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Interstate,'\'(37.3-47.9]\'','\'(68.5-82.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',SE,'Mostly Cloudy',False,False,True,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Interstate,'\'(-inf-37.3]\'','\'(93.5-inf)\'','\'(-inf-29.885]\'','\'(-inf-9.5]\'',Calm,Clear,False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Interstate,'\'(-inf-37.3]\'','\'(93.5-inf)\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,'Mostly Cloudy',False,False,True,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Interstate,'\'(-inf-37.3]\'','\'(93.5-inf)\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,'Mostly Cloudy',False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Beltway,'\'(-inf-37.3]\'','\'(82.5-93.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',Calm,'Mostly Cloudy',False,False,True,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Interstate,'\'(-inf-37.3]\'','\'(82.5-93.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',Calm,Overcast,False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Interstate,'\'(-inf-37.3]\'','\'(93.5-inf)\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',Calm,Overcast,False,False,True,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(-inf-37.3]\'','\'(93.5-inf)\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',Calm,Overcast,False,False,False,False,False,False,False,True,Day
1,'\'(0.0005-0.3055]\'',Highway,'\'(-inf-37.3]\'','\'(93.5-inf)\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',Calm,Overcast,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(-inf-37.3]\'','\'(82.5-93.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',Calm,Overcast,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Highway,'\'(37.3-47.9]\'','\'(56.5-68.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',SW,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(47.9-58.9]\'','\'(56.5-68.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,unknown,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(47.9-58.9]\'','\'(-inf-44.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',W,'Mostly Cloudy',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(37.3-47.9]\'','\'(-inf-44.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,Clear,False,False,True,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Beltway,'\'(37.3-47.9]\'','\'(-inf-44.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,Clear,False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',local,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,Clear,False,True,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Interstate,'\'(-inf-37.3]\'','\'(-inf-44.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,'Mostly Cloudy',False,False,False,False,False,False,False,False,Night
1,'\'(0.3055-inf)\'',Highway,'\'(-inf-37.3]\'','\'(44.5-56.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,Overcast,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(-inf-37.3]\'','\'(56.5-68.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,Overcast,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(-inf-37.3]\'','\'(56.5-68.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,Overcast,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(-inf-37.3]\'','\'(56.5-68.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',W,'Mostly Cloudy',False,False,True,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(-inf-37.3]\'','\'(44.5-56.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,'Mostly Cloudy',False,False,False,False,False,False,False,True,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(-inf-37.3]\'','\'(44.5-56.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,'Mostly Cloudy',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Highway,'\'(-inf-37.3]\'','\'(44.5-56.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',W,'Mostly Cloudy',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(-inf-37.3]\'','\'(44.5-56.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,'Scattered Clouds',False,False,True,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(-inf-37.3]\'','\'(-inf-44.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,Overcast,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(-inf-37.3]\'','\'(44.5-56.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,Overcast,False,False,True,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Highway,'\'(-inf-37.3]\'','\'(44.5-56.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,Overcast,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,Overcast,False,True,False,False,False,False,False,True,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(37.3-47.9]\'','\'(-inf-44.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,Clear,False,False,True,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(-inf-37.3]\'','\'(-inf-44.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(-inf-37.3]\'','\'(56.5-68.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(-inf-37.3]\'','\'(56.5-68.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',Calm,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(-inf-37.3]\'','\'(82.5-93.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',Calm,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(-inf-37.3]\'','\'(68.5-82.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',SW,'Mostly Cloudy',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(-inf-37.3]\'','\'(44.5-56.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',Calm,'Scattered Clouds',False,False,True,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(-inf-37.3]\'','\'(56.5-68.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',SW,'Mostly Cloudy',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(-inf-37.3]\'','\'(68.5-82.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',SW,'Mostly Cloudy',False,False,False,False,False,False,False,True,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(-inf-37.3]\'','\'(44.5-56.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',W,'Mostly Cloudy',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(-inf-37.3]\'','\'(44.5-56.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,Overcast,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(37.3-47.9]\'','\'(-inf-44.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',Calm,Overcast,False,False,True,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(47.9-58.9]\'','\'(-inf-44.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,'Partly Cloudy',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',local,'\'(47.9-58.9]\'','\'(-inf-44.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(37.3-47.9]\'','\'(-inf-44.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',Calm,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Highway,'\'(37.3-47.9]\'','\'(-inf-44.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',SW,'Scattered Clouds',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Highway,'\'(37.3-47.9]\'','\'(-inf-44.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',Calm,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',Calm,Clear,False,False,True,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Interstate,'\'(-inf-37.3]\'','\'(44.5-56.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',Calm,Clear,False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Beltway,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',SE,Clear,False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Beltway,'\'(-inf-37.3]\'','\'(56.5-68.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',Calm,Clear,False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Beltway,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',Calm,Clear,False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Interstate,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',E,Clear,False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Interstate,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',Calm,Clear,False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Highway,'\'(47.9-58.9]\'','\'(44.5-56.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',SW,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Highway,'\'(58.9-69.05]\'','\'(-inf-44.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',SW,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(58.9-69.05]\'','\'(-inf-44.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',S,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(58.9-69.05]\'','\'(-inf-44.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',Calm,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(47.9-58.9]\'','\'(-inf-44.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',Calm,Clear,False,False,True,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',large_local,'\'(47.9-58.9]\'','\'(56.5-68.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',W,Overcast,False,False,True,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(47.9-58.9]\'','\'(56.5-68.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,Overcast,False,False,True,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Highway,'\'(58.9-69.05]\'','\'(44.5-56.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',NW,Overcast,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Highway,'\'(58.9-69.05]\'','\'(44.5-56.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,Overcast,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Highway,'\'(58.9-69.05]\'','\'(44.5-56.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',NW,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(58.9-69.05]\'','\'(-inf-44.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',W,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(58.9-69.05]\'','\'(-inf-44.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',W,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',local,'\'(69.05-78.05]\'','\'(-inf-44.5]\'','\'(-inf-29.885]\'','\'(9.5-10.25]\'',W,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',local,'\'(58.9-69.05]\'','\'(-inf-44.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',N,Clear,False,False,True,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Highway,'\'(47.9-58.9]\'','\'(-inf-44.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',NE,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(58.9-69.05]\'','\'(-inf-44.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',NW,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(58.9-69.05]\'','\'(-inf-44.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',Variable,'Scattered Clouds',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(58.9-69.05]\'','\'(-inf-44.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',NE,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(58.9-69.05]\'','\'(-inf-44.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',N,'Scattered Clouds',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',local,'\'(58.9-69.05]\'','\'(-inf-44.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',NE,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(58.9-69.05]\'','\'(-inf-44.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',NW,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(58.9-69.05]\'','\'(-inf-44.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',N,'Scattered Clouds',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',Calm,Clear,False,False,True,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',local,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',NE,'Mostly Cloudy',False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Beltway,'\'(-inf-37.3]\'','\'(56.5-68.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',Calm,Clear,False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',large_local,'\'(-inf-37.3]\'','\'(56.5-68.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',Calm,Clear,False,False,True,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Interstate,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',NE,'Mostly Cloudy',False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Interstate,'\'(-inf-37.3]\'','\'(44.5-56.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',E,Clear,False,False,True,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(-inf-37.3]\'','\'(56.5-68.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',E,Clear,False,False,True,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',NE,'Mostly Cloudy',False,False,False,False,False,False,False,True,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',Calm,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',SE,Clear,False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Beltway,'\'(37.3-47.9]\'','\'(44.5-56.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',SE,Clear,False,False,True,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',large_local,'\'(47.9-58.9]\'','\'(-inf-44.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',SE,Clear,False,False,True,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(47.9-58.9]\'','\'(-inf-44.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',SE,'Mostly Cloudy',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',Interstate,'\'(47.9-58.9]\'','\'(44.5-56.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',SE,'Mostly Cloudy',False,False,False,False,False,False,False,False,Day
1,'\'(0.0005-0.3055]\'',local,'\'(37.3-47.9]\'','\'(68.5-82.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',SE,Clear,False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',Interstate,'\'(37.3-47.9]\'','\'(56.5-68.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',Calm,Overcast,False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',local,'\'(37.3-47.9]\'','\'(82.5-93.5]\'','\'(30.095-inf)\'','\'(9.5-10.25]\'',Calm,Clear,False,False,False,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',local,'\'(37.3-47.9]\'','\'(93.5-inf)\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',Calm,Overcast,False,False,True,False,False,False,False,False,Night
1,'\'(0.0005-0.3055]\'',local,'\'(37.3-47.9]\'','\'(68.5-82.5]\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',Calm,'Mostly Cloudy',False,False,False,False,False,False,False,True,Day
1,'\'(0.0005-0.3055]\'',local,'\'(37.3-47.9]\'','\'(93.5-inf)\'','\'(29.885-30.095]\'','\'(9.5-10.25]\'',Calm,'Scattered Clouds',False,False,True,False,False,False,False,False,Day
